step,amplitude
0,0.0010000000000000124
1,0.00099934224280943365
2,0.00099868491826336911
3,0.00099802802607727205
4,0.00099737156596672936
5,0.00099671553764754065
6,0.00099605994083568354
7,0.00099540477524734687
8,0.00099475004059891266
9,0.00099409573660686618
10,0.00099344186298799516
11,0.00099278841945921073
12,0.00099213540573759099
13,0.00099148282154043585
14,0.00099083066658525493
15,0.00099017894058965432
16,0.00098952764327152548
17,0.0009888767743489262
18,0.00098822633353998039
19,0.00098757632056316108
20,0.00098692673513706272
21,0.00098627757698045606
22,0.00098562884581230898
23,0.00098498054135175259
24,0.00098433266331808024
25,0.00098368521143085653
26,0.00098303818540979265
27,0.00098239158497471103
28,0.00098174540984575435
29,0.00098109965974311304
30,0.00098045433438723618
31,0.00097980943349876217
32,0.00097916495679849095
33,0.00097852090400740157
34,0.00097787727484666478
35,0.00097723406903764236
36,0.00097659128630186109
37,0.00097594892636103728
38,0.00097530698893709595
39,0.00097466547375211099
40,0.00097402438052834428
41,0.00097338370898825968
42,0.00097274345885447404
43,0.00097210362984985108
44,0.00097146422169732891
45,0.00097082523412010105
46,0.00097018666684156878
47,0.00096954851958524948
48,0.00096891079207489061
49,0.00096827348403435596
50,0.00096763659518779674
51,0.00096700012525945079
52,0.00096636407397376087
53,0.00096572844105540629
54,0.00096509322622916559
55,0.00096445842922001908
56,0.00096382404975320314
57,0.00096319008755402821
58,0.00096255654234804076
59,0.00096192341386097484
60,0.00096129070181871811
61,0.00096065840594733323
62,0.0009600265259731614
63,0.0009593950616225682
64,0.00095876401262219948
65,0.00095813337869882784
66,0.00095750315957944792
67,0.00095687335499121385
68,0.00095624396466149864
69,0.00095561498831779309
70,0.00095498642568780186
71,0.00095435827649937601
72,0.00095373054048062983
73,0.00095310321735978063
74,0.00095247630686520193
75,0.00095184980872548908
76,0.00095122372266947576
77,0.00095059804842601546
78,0.00094997278572435753
79,0.0009493479342936777
80,0.00094872349386354604
81,0.00094809946416358364
82,0.00094747584492362882
83,0.000946852635873746
84,0.00094622983674409278
85,0.0009456074472650426
86,0.00094498546716711529
87,0.00094436389618110397
88,0.00094374273403787857
89,0.00094312198046852082
90,0.0009425016352042631
91,0.00094188169797659893
92,0.0009412621685170818
93,0.0009406430465575109
94,0.00094002433182987469
95,0.0009394060240662922
96,0.00093878812299908636
97,0.00093817062836075958
98,0.00093755353988397318
99,0.00093693685730156739
100,0.00093632058034655579
101,0.00093570470875215005
102,0.00093508924225171961
103,0.00093447418057879381
104,0.00093385952346710277
105,0.00093324527065057766
106,0.00093263142186323549
107,0.00093201797683935099
108,0.00093140493531334429
109,0.00093079229701981613
110,0.00093018006169349543
111,0.00092956822906941131
112,0.00092895679888259223
113,0.00092834577086839507
114,0.00092773514476226615
115,0.00092712492029985432
116,0.00092651509721694938
117,0.00092590567524958095
118,0.00092529665413389162
119,0.00092468803360621482
120,0.00092407981340307077
121,0.00092347199326114123
122,0.00092286457291729706
123,0.00092225755210854563
124,0.00092165093057206134
125,0.00092104470804528927
126,0.00092043888426573245
127,0.00091983345897114397
128,0.00091922843189936167
129,0.00091862380278849966
130,0.00091801957137676508
131,0.00091741573740260196
132,0.00091681230060459301
133,0.00091620926072145221
134,0.00091560661749214847
135,0.00091500437065577319
136,0.00091440251995156144
137,0.00091380106511899332
138,0.00091320000589766438
139,0.00091259934202733532
140,0.00091199907324800622
141,0.00091139919929978264
142,0.00091079971992294798
143,0.00091020063485798151
144,0.00090960194384555402
145,0.00090900364662643688
146,0.00090840574294162124
147,0.00090780823253223117
148,0.00090721111513962071
149,0.00090661439050526216
150,0.00090601805837084068
151,0.00090542211847815179
152,0.00090482657056920903
153,0.00090423141438620289
154,0.00090363664967142232
155,0.0009030422761674336
156,0.00090244829361689916
157,0.00090185470176265472
158,0.00090126150034772581
159,0.00090066868911527871
160,0.00090007626780868688
161,0.00089948423617148361
162,0.00089889259394730755
163,0.00089830134088009857
164,0.00089771047671382046
165,0.0008971200011926939
166,0.0008965299140611142
167,0.0008959402150635848
168,0.00089535090394480112
169,0.00089476198044965917
170,0.00089417344432315136
171,0.00089358529531050545
172,0.00089299753315710752
173,0.00089241015760850215
174,0.00089182316841041141
175,0.00089123656530866371
176,0.00089065034804934639
177,0.00089006451637859666
178,0.00088947907004287567
179,0.00088889400878869578
180,0.00088830933236274333
181,0.00088772504051192348
182,0.0008871411329832771
183,0.00088655760952400793
184,0.00088597446988146499
185,0.00088539171380323334
186,0.00088480934103699147
187,0.00088422735133063951
188,0.00088364574443218946
189,0.00088306452008985728
190,0.0008824836780520315
191,0.00088190321806722169
192,0.00088132313988413882
193,0.00088074344325167594
194,0.00088016412791882442
195,0.00087958519363479689
196,0.00087900664014896074
197,0.00087842846721084542
198,0.00087785067457011787
199,0.00087727326197667866
200,0.00087669622918051197
201,0.00087611957593182943
202,0.00087554330198096183
203,0.00087496740707840109
204,0.00087439189097489811
205,0.00087381675342121487
