step,amplitude
0,0.0010000000000000124
1,0.00099934224280943344
2,0.00099921025872680511
3,0.00099886884771123452
4,0.00099861078971598839
5,0.00099831980107487452
6,0.00099804194138800582
7,0.00099775901685262083
8,0.00099747819375388012
9,0.0009971966575841912
10,0.00099691551033160566
11,0.0009966343218457878
12,0.00099635325943104995
13,0.00099607225820081921
14,0.00099579134318337429
15,0.00099551050472054272
16,0.00099522974648040899
17,0.00099494906703388839
18,0.00099466846689207945
19,0.00099438794583160944
20,0.00099410750390539521
21,0.00099382714106320568
22,0.00099354685729301988
23,0.0009932666525687714
24,0.000992986526869492
25,0.00099270648017244704
26,0.0009924265124555754
27,0.00099214662369643647
28,0.00099186681387287371
29,0.00099158708296256774
30,0.00099130743094326987
31,0.00099102785779278798
32,0.00099074836348877235
33,0.00099046894800907032
34,0.00099018961133141674
35,0.00098991035343358978
36,0.00098963117429340841
37,0.00098935207388861743
38,0.00098907305219699784
39,0.00098879410919640635
40,0.00098851524486463457
41,0.0009882364591794683
42,0.0009879577521187434
43,0.000987679123660281
44,0.00098740057378190224
45,0.00098712210246147637
46,0.0009868437096768397
47,0.00098656539540583244
48,0.00098628715962630542
49,0.00098600900231614265
50,0.00098573092345318066
51,0.000985452923015344
52,0.00098517500098048959
53,0.00098489715732651031
54,0.00098461939203129778
55,0.0009843417050727232
56,0.00098406409642873261
57,0.00098378656607724709
58,0.00098350911399613895
59,0.00098323174016337026
60,0.00098295444455688444
61,0.00098267722715458502
62,0.0009824000879344332
63,0.00098212302687435463
64,0.00098184604395237991
65,0.0009815691391464093
66,0.00098129231243439903
67,0.00098101556379436624
68,0.00098073889320428385
69,0.00098046230064211394
70,0.00098018578608588839
71,0.00097990934951355476
72,0.00097963299090317681
73,0.00097935671023276195
74,0.00097908050748028784
75,0.00097880438262379918
76,0.00097852833564135563
77,0.00097825236651094853
78,0.00097797647521068154
79,0.0009777006617185328
80,0.00097742492601259707
81,0.00097714926807093445
82,0.00097687368787162995
83,0.00097659818539270701
84,0.00097632276061233121
85,0.00097604741350849672
86,0.00097577214405933593
87,0.00097549695224298516
88,0.00097522183803749006
89,0.00097494680142100061
90,0.00097467184237163163
91,0.00097439696086746924
92,0.00097412215688667987
93,0.00097384743040738217
94,0.00097357278140773162
95,0.00097329820986588058
96,0.00097302371575999798
97,0.00097274929906822848
98,0.00097247495976870123
99,0.00097220069783964099
100,0.00097192651325920989
101,0.00097165240600559702
102,0.00097137837605699171
103,0.00097110442339158338
104,0.00097083054798755713
105,0.00097055674982320442
106,0.00097028302887665883
107,0.00097000938512619523
108,0.00096973581855002225
109,0.00096946232912634416
110,0.00096918891683344516
111,0.00096891558164955674
112,0.0009686423235529219
113,0.00096836914252179619
114,0.00096809603853449623
115,0.00096782301156924863
116,0.00096755006160435092
117,0.00096727718861804436
118,0.0009670043925886642
119,0.00096673167349451035
120,0.00096645903131385648
121,0.00096618646602502094
122,0.00096591397760633128
123,0.00096564156603607646
124,0.00096536923129263402
125,0.00096509697335430929
126,0.00096482479219943363
127,0.00096455268780633004
128,0.00096428066015339709
129,0.00096400870921895443
130,0.00096373683498141992
131,0.00096346503741911408
132,0.00096319331651042311
133,0.00096292167223374376
134,0.00096265010456745496
135,0.00096237861348992993
136,0.00096210719897959617
137,0.00096183586101482332
138,0.00096156459957407424
139,0.00096129341463574338
140,0.00096102230617825285
141,0.00096075127418003634
142,0.00096048031861951683
143,0.00096020943947516617
144,0.00095993863672539964
145,0.00095966791034870515
146,0.0009593972603234972
147,0.0009591266866282995
148,0.00095885618924155375
149,0.00095858576814173552
150,0.00095831542330735168
151,0.00095804515471689482
152,0.00095777496234884351
153,0.00095750484618168394
154,0.00095723480619395996
155,0.00095696484236416858
156,0.00095669495467082298
157,0.00095642514309252601
