step,amplitude
0,0.0010000000000000124
1,0.00099934224280943495
2,0.00099947292895848452
3,0.00099913238237824432
4,0.00099907280054323797
5,0.00099884621776770194
6,0.00099871869420220722
7,0.00099853264562041141
8,0.00099838114243498244
9,0.00099820937754462654
10,0.00099804952748041654
11,0.00099788276181965061
12,0.00099772006373096767
13,0.00099755504972394719
14,0.0009973914159364921
15,0.00099722703089691897
16,0.00099706311837660416
17,0.0009968989791058324
18,0.00099673501053175483
19,0.00099657098807316865
20,0.00099640703777925839
21,0.00099624308942875082
22,0.00099607918178671868
23,0.0009959152936649012
24,0.00099575143648875943
25,0.00099558760418234503
26,0.00099542379990260493
27,0.00099526002204222436
28,0.00099509627137956509
29,0.00099493254754910894
30,0.00099476885069735895
31,0.0009946051807690245
32,0.00099444153776624645
33,0.00099427792169504213
34,0.00099411433253608129
35,0.00099395077029901875
36,0.00099378723496789832
37,0.00099362372654708889
38,0.00099346024502579245
39,0.00099329679040398625
40,0.0009931333626742745
41,0.00099296996183422534
42,0.00099280658787808057
43,0.00099264324080230787
44,0.00099247992060192574
45,0.00099231662727284936
46,0.0009921533608104249
47,0.00099199012121037084
48,0.00099182690846821831
49,0.00099166372257955765
50,0.00099150056353998809
51,0.00099133743134506656
52,0.00099117432599039922
53,0.00099101124747154714
54,0.00099084819578408373
55,0.00099068517092363272
56,0.00099052217288574367
57,0.00099035920166605702
58,0.00099019625726009305
59,0.00099003333966348741
60,0.00098987044887180898
61,0.00098970758488065524
62,0.00098954474768561608
63,0.00098938193728229638
64,0.00098921915366622639
65,0.00098905639683307322
66,0.000988893666778404
67,0.00098873096349781295
68,0.00098856828698686916
69,0.00098840563724122499
70,0.00098824301425639921
71,0.00098808041802809338
72,0.00098791784855180526
73,0.00098775530582318762
74,0.00098759278983782625
75,0.00098743030059129022
76,0.00098726783807924078
77,0.00098710540229724137
78,0.00098694299324087798
79,0.00098678061090580515
80,0.00098661825528759237
81,0.00098645592638185687
82,0.00098629362418419485
83,0.00098613134869015933
84,0.00098596909989544885
85,0.0009858068777956286
86,0.00098564468238631015
87,0.00098548251366308709
88,0.00098532037162160093
89,0.00098515825625745436
90,0.00098499616756622991
91,0.00098483410554355694
92,0.00098467207018505484
93,0.00098451006148632739
94,0.00098434807944297229
95,0.0009841861240506291
96,0.00098402419530494215
97,0.00098386229320145233
98,0.000983700417735838
99,0.00098353856890368431
100,0.00098337674670060738
101,0.00098321495112225631
102,0.00098305318216422989
103,0.00098289143982211499
104,0.00098272972409160059
105,0.00098256803496827943
106,0.0009824063724477403
107,0.00098224473652565574
108,0.00098208312719763732
109,0.00098192154445926518
110,0.00098175998830623439
111,0.00098159845873412466
112,0.00098143695573855104
113,0.00098127547931521511
114,0.00098111402945963368
115,0.00098095260616754454
116,0.00098079120943451201
117,0.00098062983925617823
118,0.00098046849562819058
119,0.00098030717854613635
120,0.00098014588800571819
121,0.00097998462400252276
122,0.00097982338653220175
123,0.00097966217559034875
124,0.00097950099117265123
125,0.00097933983327469281
126,0.00097917870189220216
127,0.00097901759702073298
128,0.00097885651865593196
129,0.00097869546679344994
